,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19271019,0.09,-0.11,-0.32,0.01,-0.67,-0.78,-0.48,-1,-1.17,-1.78
19271020,-1.29,-0.95,-0.54,-0.92,-0.55,-1,-1,-1.14,-1.67,-1.34
19271021,0.75,1.4,0.92,0.14,-0.79,-1.15,-0.77,-0.8,-0.66,-1.95
19271022,0.29,-0.24,-0.24,-0.27,-0.53,-0.33,-0.68,-0.69,-1.12,-1.8
19271024,0.64,0.94,0.8,0.61,0.43,0.38,0.46,0.14,0.72,-0.07
19271025,1.69,0.24,0.91,0.88,1.46,1.38,1.66,1.78,1.79,3.42
19271026,0.08,-0.2,-0.48,0.21,0.13,0.09,0.4,-0.12,0.1,0.04
19271027,-0.15,-0.63,-0.77,-0.48,-0.28,-0.11,-0.32,-0.56,-0.37,-0.65
19271028,-2.51,-1.21,-0.48,-1.22,-1.43,-1.17,-1.2,-1.61,-1.57,-3.04
19271029,-0.16,-0.43,-0.3,-0.39,-0.35,-0.57,-0.55,-0.69,-0.71,-0.27
19271031,1.04,0.45,0.9,0.56,0.18,0.62,0.87,0.96,0.96,1.34
19271101,0.01,0.13,0.12,0.18,-0.03,-0.13,0.2,0.26,-0.04,-0.61
19271102,1.41,1.5,1.42,1.17,0.83,0.4,1.23,0.85,1.33,1.6
19271103,3.93,2.21,2.06,1.36,0.82,0.67,0.81,1.34,1.16,1.08
19271104,-1.67,-0.52,0.17,-0.27,-0.08,0.11,0.19,0.11,0.17,-1.04
19271105,0.21,0.09,-0.32,-0.09,0.65,1.02,0.49,0.87,0.38,1.29
19271107,-0.34,0.05,0.09,0.17,0.46,0.5,0.94,0.32,1.35,1.07
19271109,0.15,-0.86,-0.78,-0.09,-0.47,-0.66,-0.62,-1.04,-0.39,-2.02
19271110,0.25,0.05,0.17,-0.03,0.26,0.13,0.48,0.53,0.74,-0.01
19271111,0.09,0.67,0.28,0.14,0.89,0.34,0.9,1.02,1.85,1.82
19271112,0.79,-0.18,0.26,0.38,0.34,0.4,0.75,0.17,0.28,0.51
19271114,0.54,0.46,0.24,0.53,0.65,0.47,0.68,0.66,0.57,0.54
19271115,1.42,2.51,0.23,1.03,0.11,-0.11,-0.16,-0.4,-0.25,0.48
19271116,-0.09,-0.06,-0.52,0.46,0.12,-0.2,0.03,0.14,-0.23,-0.06
19271117,1.44,-0.06,-0.07,0.09,0.17,0.2,0.19,0.23,0.1,0.33
19271118,2.18,0.72,0.34,0.56,0.02,0.53,1.22,0.83,0.63,0.84
19271119,0.51,0.23,0.42,0.25,0.21,0.01,0.41,0.47,0.37,0.18
19271121,-0.24,-0.43,0.21,-0.06,-0.38,-0.21,-0.59,-0.51,-0.71,-2.1
19271122,1.16,-0.65,0.11,0.22,0.5,0.48,0.03,0.5,0.74,0.54
19271123,-0.42,0.54,0.55,-0.07,0.2,0.4,0.7,0.23,0.38,-0.31
19271125,0.36,0.07,0.01,0.39,0.44,0.38,0.58,0.4,-0.03,-0.13
19271126,0.79,0.09,-0.26,0.07,-0.06,-0.11,0.3,-0.16,-0.07,0.17
19271128,-0.91,-0.1,-0.73,-0.66,-0.74,-0.6,-0.66,-0.93,-0.75,-1.33
19271129,1.13,1.08,0.6,0.76,0.34,0.28,0.52,0.35,1.38,0.94
19271130,-0.46,-0.96,-0.66,-0.31,-0.07,0.35,0.92,0.78,0.3,2.26
19271201,-2.04,-0.67,-0.13,0.08,-0.23,-0.05,-0.7,-0.65,-0.74,-1.14
19271202,-1.04,-0.73,0.07,-0.15,0.34,0.49,0.31,0.86,0.32,0.01
19271203,0.28,0.09,0.13,-0.02,0.46,0.39,0.28,0.32,0.51,0.99
19271205,0.08,-0.74,-0.54,-0.39,-0.48,-0.3,-0.48,-0.45,0.01,-0.92
19271206,0.53,0.66,-0.15,0.37,-0.38,-0.27,-0.02,-0.32,0.2,0.35
19271207,-0.4,-1.04,-0.28,-0.29,-0.57,-0.26,-1.09,-0.34,0.05,-0.99
19271208,-1.01,-1.08,-0.26,-0.67,-0.7,-0.55,-1.18,-0.97,-1.17,-0.97
19271209,0.31,0.57,0.32,0.35,1.07,1.35,1.07,1.4,1.34,1.54
19271210,0.68,-0.01,0.03,0.08,0.09,-0.15,0.13,0.23,0.13,-0.18
19271212,1.15,0.77,1.11,0.56,0.4,0.22,1.02,0.33,0.4,1.28
19271213,-0.42,0.05,0.51,0.09,0.44,0.72,0.41,0.24,0.47,0.25
19271214,-0.71,-0.27,0.26,-0.09,-0.37,-0.46,-0.18,-0.51,-0.79,-0.63
19271215,1.11,0.21,0.49,0.51,0.53,0.18,0.88,0.52,0.41,0.99
19271216,1.8,0.64,-0.09,0.28,0.66,0.36,1.13,0.47,0.86,1.34
19271217,0.62,1.56,1.16,0.02,-0.13,-0.09,-0.57,-0.09,0.3,-0.16
19271219,0.77,0.27,-0.1,0.32,-0.15,0.06,0.39,0.06,0.21,1.16
19271220,-0.59,-1.43,0.07,0.12,0.19,-0.16,0,0.14,-0.07,0.39
19271221,-0.63,0.18,-0.11,0.09,0.25,-0.24,0.22,-0.06,-0.18,-0.22
19271222,-0.22,-0.22,-0.45,0.06,0.13,-0.05,0.05,0.15,-0.13,-0.56
19271223,-0.22,-0.23,0.04,-0.06,0.31,-0.01,0.66,0.57,0.16,0.03
19271224,0.5,0.18,-0.23,0,-0.05,0.25,0.15,0.08,-0.03,0.61
19271227,0.09,-0.71,-0.06,-0.42,-0.13,-0.15,-0.07,-0.05,0.33,0.9
19271228,-0.31,0,-0.58,-0.55,-0.64,-0.46,-0.73,-0.71,-0.77,-0.73
19271229,0.16,-0.32,-0.27,-0.14,0.04,0.09,0.15,0.49,0.54,-0.06
19271230,2.22,1.1,0.71,0.5,0.78,0.32,0.04,0.63,0.33,-0.21
19271231,0.97,0.65,0.38,0.14,0.03,0.33,0.2,0.15,0.66,0.53
19280103,1.27,1.03,0.54,0.34,0.07,0.4,0.29,0.29,0.32,0.84
19280104,0.66,-0.4,-0.48,-0.06,-0.02,-0.27,-0.07,-0.04,-0.14,-0.53
19280105,-0.41,0.16,-0.71,-0.38,-0.01,-0.42,-0.67,-1.01,-1.72,-0.84
19280106,0.43,1.15,0.41,0.25,0.32,0.46,0.74,0.9,0.71,0.57
19280107,-0.57,0.21,0.61,0.24,0.05,-0.04,0.35,-0.01,0.22,0.17
19280109,-1.76,-0.76,-0.33,-0.46,-0.52,-0.62,-0.7,-0.86,-1.63,-1.54
19280110,-1.09,-0.88,-1.14,-0.68,-0.37,-0.67,-0.48,-1.1,-1.13,-1.31
19280111,0.56,0.42,0.68,0.59,0.17,-0.03,-0.05,0.57,-0.23,0.47
19280112,1.12,0.62,0.9,-0.16,0.24,0.31,0.25,0.58,0.93,0.73
19280113,0.43,1.04,0.6,0.53,0.52,0.52,0.75,0.62,0.65,0.85
19280114,-0.65,-0.1,-0.51,-0.46,-0.48,-0.46,-0.81,-0.55,-1.06,-0.92
19280116,-0.58,-1.15,-0.6,-0.6,-0.47,-0.95,-1.02,-1.14,-1,-1.72
19280117,-0.43,-0.27,0.64,0.05,0.11,0.36,0.02,0.13,0.34,0.51
19280118,-0.85,-0.61,-0.91,-0.67,-0.19,-0.22,-0.05,-0.28,-0.15,-0.42
19280119,0.24,0.04,0.37,0.25,0.41,0.39,0.63,0.58,1.05,0.96
19280120,0.52,0.41,0.46,0.28,0.23,0.72,0.6,0.54,0.82,1.14
19280121,0.31,0.25,0.07,-0.02,-0.08,0.28,-0.05,0.49,0.5,0.56
19280123,0.95,-0.04,0,0.19,0.41,0.73,0.82,0.64,0.69,1.88
19280124,-0.58,-0.31,-0.04,0.04,0.25,0.47,0.55,0.84,0.17,0.38
19280125,-1.25,-1.1,-1.12,-0.61,-0.6,-1.04,-1.35,-1.31,-1.14,-1.4
19280126,0.81,0.21,0.44,0.43,0.56,0.82,0.51,0.47,0.39,1.21
19280127,0.49,-0.02,0.57,0.19,0.14,0.04,0.55,0.53,0.24,0.53
19280128,0.03,-0.25,-0.41,-0.1,-0.26,-0.57,-0.58,-0.6,-0.77,-1.07
19280130,0.06,-0.48,-0.38,-0.23,-0.09,-0.4,-0.78,-0.17,-0.68,-0.83
19280131,0.21,-0.01,-0.41,0.22,0.19,0.24,0.52,0.39,0.64,1.07
19280201,-0.52,-0.51,-0.49,-0.44,-0.13,0.03,-0.29,-0.19,-0.28,0.04
19280202,0.06,0.1,-0.13,0.31,0.23,0.22,0.4,0.15,1.15,1.47
19280203,-1.22,-1.14,-0.86,-1.14,-0.74,-0.9,-1.12,-0.86,-1.78,-1.83
19280204,-0.61,-0.06,-0.13,-0.11,0.05,0.16,0.03,0.1,0.54,-0.25
19280206,0.49,-0.3,0.36,-0.15,-0.12,0.34,0.56,0.12,0.45,0.77
19280207,-1.31,-1.03,-0.16,-0.4,-0.22,-0.64,-0.16,-0.09,-0.06,-0.05
19280208,-0.28,-0.82,-0.68,-0.25,-0.07,0.04,0.58,0.38,0.53,0.33
19280209,0.63,-0.04,1.09,0.27,0.15,0.25,1.37,0.29,0.47,0.14
19280210,-0.78,0.51,-0.33,0.05,0.03,0.07,-0.11,-0.3,0.02,-0.38
19280211,0.32,0.16,-0.89,0.05,0.23,-0.04,-0.09,0.1,-0.04,-0.21
19280214,0.23,0.03,-0.37,-0.27,-0.17,-0.48,-0.35,-0.5,-0.55,-0.44
19280215,-0.93,-0.62,0.25,-0.14,-0.37,-0.11,-0.36,-0.53,0.05,-0.42
19280216,-0.55,-0.06,-0.69,-0.2,0.11,-0.52,-0.59,-0.29,-0.57,-0.68
19280217,-2.03,-1.95,-1.46,-1.23,-0.88,-1.45,-2.18,-1.84,-2.11,-3.05
19280218,-0.72,-0.97,-0.01,-0.16,-0.27,-0.28,-0.55,-0.73,-0.37,-1.39
19280220,-0.1,0.07,-0.22,0,-0.19,0.15,0.03,-0.51,0.16,-0.56
19280221,1.71,1.6,0.83,0.83,0.78,0.99,1.3,1.07,1.1,2.13
19280223,0.33,1.13,0.35,0.22,0.49,0.41,-0.33,0.36,-0.08,0.55
19280224,0.7,0.94,0.54,0.58,0.23,0.22,0.14,0.39,0.26,0.26
19280225,0.93,0.71,0.19,0.36,-0.07,0.09,-0.02,0.19,0.11,-0.06
19280227,-1.05,-1.27,-0.66,-0.46,-0.23,-0.14,-0.53,-0.5,-0.63,-0.83
19280228,1.11,0.98,0.49,0.22,0.26,0.28,0.39,0.43,0.46,0.31
19280229,1.32,0.68,0.44,0.13,0.43,0.83,0.9,0.52,0.61,0.74
19280301,0.08,0.04,0.68,0.16,0.01,0.27,0.32,0.39,0.25,0.45
19280302,-0.26,0.15,0.08,0.15,-0.03,-0.31,0.19,0.27,0.04,0.1
19280303,-0.03,-0.17,-0.04,0.16,0.19,0.17,0.67,1.96,0.48,0.47
19280305,-0.48,0.14,0.37,0.16,0.51,0.26,0.85,1.43,1.21,0.93
19280306,0.23,-0.23,-0.22,0.26,0.1,0.15,0.38,0.46,1.69,0.62
19280307,-0.78,-0.55,-0.5,-0.31,-0.21,-0.16,-0.67,-0.49,-0.38,-0.71
19280308,0.77,0.98,0.9,0.82,0.2,0.49,0.1,0.39,0.28,0.24
19280309,-0.39,0.44,0.47,0.71,0.44,0.99,1.17,1.58,3.72,1.94
19280310,-0.08,-0.55,-0.41,-0.46,-0.03,-0.34,-0.31,0.09,-0.96,0.19
19280312,0.07,0.71,0.32,-0.11,0.3,0.92,0.76,0.74,-0.35,1.96
19280313,-0.11,-0.25,0.02,-0.18,-0.34,-0.36,-0.84,-0.13,-0.48,-0.06
19280314,1.09,0.93,0.36,-0.14,0.28,-0.05,-0.13,-0.33,0.49,0.46
19280315,1.15,1.33,0.55,0.19,0.55,0.52,0.58,0.54,2.31,0.29
19280316,1.35,1.01,0.75,1.11,0.63,1.32,0.49,0.66,2.5,0.72
19280317,-0.05,0.09,0.14,0.2,0.6,0.26,-0.03,0.12,-0.18,-0.05
19280319,0.59,-0.58,0.48,0.58,0.02,-0.11,0.03,0.63,0.02,-0.87
19280320,-0.37,0.31,0.32,-0.05,-0.01,-0.15,0.93,0.42,1.72,1.89
19280321,0.47,0.5,0.32,0.32,0.67,1.23,0.18,0.95,1.8,1.33
19280322,-1.26,-0.89,-0.56,-0.2,-0.34,-0.37,-0.8,-0.16,0.25,-1.71
19280323,0.04,0.04,0.29,-0.02,0.52,0.09,0.25,0.7,2.8,1.29
19280324,-0.26,-0.01,-0.33,0.03,-0.1,-0.18,0.06,0.05,0.88,0.29
19280326,1.97,0.95,0.11,-0.1,0.46,0.74,0.33,0.22,2.95,3.53
19280327,-0.17,0.41,0.29,-0.08,0.07,-0.21,-0.29,0.69,-2.59,0.04
19280328,0.22,1.11,0.63,0.32,0.21,0.35,0.2,-0.05,-1.23,-0.31
19280329,0.55,-0.07,0.36,0,0.23,0.2,-0.26,1.2,-0.38,0.01
19280330,0.84,0.65,0.83,0.53,0.48,1.49,3.17,1.61,2.88,2.39
19280331,-0.57,-0.69,-0.19,0.06,-0.15,-0.5,-0.37,-0.81,-1.43,-1.25
19280402,-0.01,-0.49,0.04,-0.21,-0.33,-0.8,-1.58,-1.37,-1.76,-0.78
19280403,0.47,0.82,0.28,0.54,0.23,0.68,0.85,0.61,0.48,1.27
19280404,-0.57,0.28,-0.22,-0.03,-0.1,0.04,-0.14,-0.35,-0.43,0.33
19280405,2.63,1.59,0.93,0.88,0.48,1.14,1.01,0.8,1.37,2.76
19280409,0.52,0.01,0.21,1.05,0.28,0.13,0.98,0.38,-0.29,0.64
19280410,-0.93,-0.9,-0.53,-0.35,-0.7,-0.36,-0.87,-0.9,-1.05,-1.3
19280411,1.83,1.6,1.48,0.46,0.89,1.89,1.89,1.44,1.23,2.65
19280412,-0.83,-0.64,0.41,-0.24,-0.3,-0.71,-0.46,0.22,-0.22,-0.58
19280413,1.32,1.92,2.06,0.75,0.8,1.2,1.3,2.76,1.44,1.24
19280414,-0.25,-0.76,-0.31,0.26,-0.13,-0.46,-0.77,-0.56,-0.77,-0.95
19280416,1.11,1.23,3.12,2.64,0.38,0.37,-0.57,1,-0.33,-1.07
19280417,-0.94,-0.84,-0.34,-0.85,-0.49,-0.95,-0.42,-1.1,-0.55,-0.55
19280418,-0.33,-0.32,-0.08,-0.08,0.38,0.29,0.31,-0.32,0,-0.07
19280419,1.92,0.53,0.17,0.34,0.67,0.57,0.58,0.79,0.46,0.47
19280420,-1.82,-0.85,-1.2,-0.71,-0.92,-1.86,-1.53,-1.29,-1.54,-1.86
19280423,-0.19,0.38,-1.21,0.47,-0.11,-0.4,-1.51,-1.21,-0.54,-1.77
19280424,0.47,0.51,-0.55,0,-0.29,0.39,0.49,0.29,0.38,1.75
19280425,4.01,0.7,1.24,0.89,1.15,0.8,0.92,0.4,0.34,-0.22
19280426,0.83,1.1,0.18,0.53,0.72,0.38,0.25,0.47,1.4,0.85
19280427,-0.58,1.09,1.03,0.65,0.57,0.9,0.67,1.21,1.69,2
19280428,-0.17,0.66,0.22,2.05,0.43,0.44,0.79,0.45,0.43,-0.48
19280430,-0.03,-0.13,0.04,0.51,0.18,-0.09,0.28,0.23,-0.31,-0.25
19280501,0.32,0.43,-0.55,0.19,0.08,0.36,0.05,0.51,0.52,0.64
19280502,0.12,-0.42,-0.89,0.2,-0.14,0.33,0.06,0.01,0.54,0.55
19280503,0.25,-0.49,0.83,0.28,0.22,-0.11,0.11,0.14,0.53,1.64
19280504,0.78,0.18,0.68,0.61,0.77,1.11,0.73,1.48,1.5,3.12
19280507,0.27,0.52,0.27,0.18,0.22,0.75,0.58,0.7,0.77,1.79
19280508,-0.21,-0.31,-0.76,-0.45,-0.66,-0.4,0.2,-0.23,-0.82,-1.33
19280509,2.3,0.18,0.66,0.44,0.05,0,-0.53,-0.42,0,0.05
19280510,-0.91,-0.24,-0.67,0.04,-0.15,0.43,-0.04,0.11,-0.19,-0.8
19280511,0.46,0.62,1.04,0.2,1.14,0.13,0.46,0.88,1.13,1.36
19280514,0.48,-0.24,-0.07,0.23,0.37,0.2,0.76,0.85,1.05,0.47
19280515,0.47,-0.08,-0.56,0.02,-0.13,-0.31,-0.09,-0.08,-0.27,0.38
19280516,-1.94,-1.18,-1.05,-1.41,-0.9,-1.37,-1.44,-2.02,-1.4,-3.06
19280517,0.17,-0.34,-0.45,0.04,1.9,0.17,0.67,-0.29,0.1,1.5
19280518,0.09,-0.12,-0.23,-0.18,-0.8,-0.61,-0.33,-0.72,-0.55,-2.17
19280521,-1.55,-0.61,-0.86,-1.1,-1,-1.44,-0.64,-1.65,-1.28,-1.65
19280522,-0.94,-1.37,-0.91,-0.91,-0.86,-1.14,-1.04,-1.84,-1.7,-2.9
19280523,1.51,1.78,1.35,0.81,1.1,1.28,1.55,2.15,2.02,4.6
19280524,1.2,0.11,0.26,0.44,0.35,0.89,0.79,0.34,1.12,-0.06
19280525,0.85,-0.12,0.13,-0.17,0.24,1.43,-0.09,0.4,0.48,-0.37
19280528,-1.3,-1.37,-0.7,-1.14,-0.95,-1.44,-2.12,-1.52,-1.83,-2.43
19280529,0.8,0.69,0.32,0.42,0,1.07,1.19,1.24,0.95,2.42
19280531,0.46,0.96,0.32,1.1,1.06,0.89,0.83,0.89,0.88,1.14
19280601,-0.25,0.33,0.42,0.21,0.43,0.23,0.36,0.44,0.25,1.12
19280602,0.52,0.35,0.04,0.22,0.09,0.69,0.37,0.59,1.97,1.17
19280604,-1.45,-1.46,-0.96,-1.61,-1.35,-1.67,-1.81,-1.96,-1.88,-3.83
19280605,0.45,-0.17,0.84,0.28,-0.14,0,0.2,0.34,0.36,0.69
19280606,-0.49,-0.68,-0.19,-0.33,-0.36,-0.88,-1.31,-0.54,-1.48,-1.72
19280607,-1.17,-1.09,-0.62,-0.75,-0.87,-0.49,-0.68,-0.39,-0.51,1.03
19280608,-1.45,-1.22,-0.82,-1.16,-1.13,-1.68,-1.47,-1.69,-1.61,-1.46
19280609,-1.96,-1.11,-0.94,-0.73,-1.48,-1.35,-1.23,-1.7,-1.71,-1.7
19280611,-3.48,-1.64,-1.75,-1.94,-2.05,-2.42,-2.21,-3.11,-2.56,-3.21
19280612,-3.62,-2.59,-0.99,-1.47,-0.89,-2.26,-2.2,-3.02,-3.16,-3.92
19280613,2.63,2.93,2.13,2.33,3.22,3.57,3.52,4.01,3.08,5.01
19280614,0.72,0.65,0.88,0.67,0.73,1.13,1.12,0.84,1.71,1.39
19280615,-0.85,-0.74,-0.51,-0.85,-1.01,-0.94,-1.67,-1.66,-1.77,-3.04
19280616,-1.06,-0.51,0.07,-0.23,0.19,0.36,-0.31,0.09,0.38,0.01
19280618,-2.56,-2.63,-1.73,-2.16,-1.87,-1.89,-1.89,-2.33,-1.75,-2.92
19280619,-1.95,-0.92,-0.51,-0.36,-0.43,0.01,-0.96,-0.19,-1.49,-0.92
19280620,1.14,1.31,0.91,1.24,0.98,1.29,1.23,1.62,1.82,3.53
19280621,1.18,0.55,0.89,0.23,0.45,-0.3,0.39,0.05,-0.27,-0.73
19280622,0.53,0.43,-0.18,-0.34,-0.12,-0.03,0.08,0.37,-0.18,0.52
19280623,-0.77,-0.55,-0.72,-0.5,-0.47,-0.57,-0.68,-0.92,-0.73,-0.82
19280625,-0.29,-0.26,0.37,0.1,0.64,0.08,0.16,-0.14,-0.02,0.27
19280626,0.67,0.58,0.62,0.78,0.66,0.77,0.94,1.73,1.79,1.85
19280627,0.3,0.86,0.38,0.68,0.86,0.87,1.18,1.12,2.01,2.21
19280628,0.3,0.68,0,0.72,0.58,0.46,1.03,0.79,2.36,1
19280629,0.28,0.28,0.53,0.21,0.4,0.28,0.81,0.86,0.6,1.25
19280630,0.78,0.23,-0.03,0,-0.34,0.46,-0.07,0.38,0.79,-0.1
19280702,-1.42,-0.95,-0.79,-0.75,-0.81,-1.24,-1.7,-1.07,-1.91,-2.42
19280703,1.67,1.01,0.86,0.89,1.33,1.76,1.93,2.02,2.69,3.72
19280705,0.67,0.56,0.96,0.68,1.05,0.59,1.34,1.18,0.6,2.41
19280706,0.43,-0.31,-0.13,-0.22,-0.24,-0.12,-0.4,-0.6,-0.34,-1.06
19280707,0.12,0.2,0.4,0.22,0.25,0.2,0.24,0.1,0.42,0.56
19280709,0.62,0.42,-0.12,0.22,0.01,-0.42,-0.15,-0.04,0.58,-0.04
19280710,-0.9,-0.7,-0.81,-0.29,-0.4,-0.48,0.06,-0.65,1.12,-0.95
19280711,-3.06,-1.88,-1.45,-2.12,-1.56,-2.06,-2.57,-2.91,-3.36,-4.58
19280712,0.32,-0.73,-0.31,-0.44,-0.63,-0.1,-0.74,-0.11,-2.17,-0.69
19280713,0.96,0.71,0.54,0.59,0.38,0.48,0.61,1.31,1.2,1.25
19280714,-0.04,0.01,-0.02,0.06,-0.15,0.18,0.38,-0.21,-0.43,-0.53
19280716,-1.43,-1.33,-0.72,-0.88,-1.11,-1.72,-1.29,-1.21,-1.56,-0.93
19280717,0.27,0.2,0.11,0.19,0.38,-0.01,0.62,0.51,1.34,1.19
19280718,0.61,0.26,0.95,0.25,1.27,0.37,0.86,1.13,1.64,2.34
19280719,0.34,0.1,0.09,0.1,-0.26,-0.18,-0.46,-0.29,-0.29,0.04
19280720,-0.29,-0.29,0.35,0.03,0.56,0.01,0.13,0.34,-0.18,0.17
19280721,0.14,-0.25,-0.26,-0.15,-0.23,-0.17,-0.03,-0.09,-0.69,-0.43
19280723,0.99,0.17,0.49,0.07,0.9,0.18,0.88,0.67,0.98,1.55
19280724,0.45,0.49,0.19,0.31,0.17,0.08,-0.42,0.47,-0.43,-0.65
19280725,0.43,0.39,0.41,0.23,0.25,0.54,0.49,0.88,0.76,0.15
19280726,0.26,0.53,0.11,0.42,0.04,0.35,0.32,0.09,0.2,0.26
19280727,-0.14,0.37,0.95,0.61,0.6,0.74,0.89,0.89,1.35,1.31
19280728,0.05,0.35,-0.05,0.51,0.11,0.3,0.1,0.11,0.51,0.92
19280730,-0.06,-0.54,0.18,-0.09,-0.11,-0.3,-0.15,0.01,-0.08,-0.13
19280731,-0.16,0.02,-0.26,-0.03,-0.38,0.01,-0.3,-0.23,-0.22,0.22
19280801,0.43,-0.39,0.2,0.25,0.64,0.45,0.81,0.43,-0.69,0.53
19280802,-0.95,-0.24,-0.32,-0.37,-0.38,-0.32,-0.34,-0.63,-0.59,-0.6
19280803,0.08,0.35,0.14,-0.01,0.29,0.08,0.13,1.19,-0.09,0.69
19280804,0.09,0.2,0.15,0.34,0.14,0.34,0.27,0.26,0.21,0.6
19280806,0.88,0.04,0.27,0.17,0.82,1.2,0.44,0.52,1.55,1.19
19280807,-0.11,-0.26,-0.24,0.16,-0.42,-0.34,-0.38,-0.27,-0.73,-0.66
19280808,-0.54,-0.26,-0.92,-0.86,-0.95,-1.45,-0.97,-0.96,-1.8,-1.45
19280809,-0.54,-0.13,-0.3,-0.18,0.12,0.32,0.01,0.6,0.6,0.5
19280810,-0.46,-0.42,0.18,-0.35,-0.37,-0.35,-0.39,0.8,-0.63,0.15
19280811,0.33,0.11,0.57,0.02,0.21,0.17,0.41,0.01,-0.27,0.13
19280813,-0.37,0.13,-0.05,0.39,-0.1,-0.33,-0.17,0.15,-0.11,0.16
19280814,-0.46,-0.57,-0.5,-0.37,-0.55,-0.31,-0.49,-0.2,-1.99,-0.93
19280815,1.09,1.04,1.07,0.36,1.12,1.07,1.63,1.22,3.35,1.91
19280816,0.86,0.91,0.63,0.62,1.06,0.7,0.86,0.75,0.78,1.72
19280817,-0.51,0.23,0.06,0.24,0.35,0.7,0.25,0.36,0.02,0.37
19280818,0.36,0.34,0.45,0.27,0.51,0.02,0.48,0.53,0.18,0.22
19280820,1.47,-0.01,0.08,0.11,0.29,0.29,0.38,0.99,-0.19,0.15
19280821,0.86,1.05,1.03,0.96,1.33,1,0.47,1.11,1.13,1.26
19280822,-0.29,-0.51,0.52,0.15,-0.27,0.15,0.09,-0.14,0.75,0.34
19280823,-0.45,0.25,-0.23,0,0.15,-0.5,-0.05,0.5,0.37,0.61
19280824,1.36,0.89,1.05,0.8,0.81,1.13,1.82,1.46,2.72,2.61
19280825,0.05,-0.36,0.6,0.27,0.1,0.16,0.76,0.25,0.59,0.5
19280827,0.08,-0.01,-0.04,-0.11,-0.25,0.1,-0.88,-0.63,-0.86,-0.84
19280828,1.42,0.22,0.09,0.73,0.39,0.38,1.2,0.63,0.39,0.61
19280829,0.82,0.11,0.2,-0.01,0.13,0,0.08,0.69,0.68,1.02
19280830,0.51,0.46,-0.12,-0.05,0.44,0.36,0.33,0.35,0.2,1.03
19280831,1.51,0.64,0.7,1.06,0.69,0.36,1.03,0.99,3.34,1.39
19280901,0.66,0.31,0.4,0.19,0.18,0.17,0.39,0.52,-0.36,0.89
19280904,-0.03,0.31,0.84,0.17,0.26,0.35,0.32,0.76,0.74,-0.1
19280905,-0.42,0.37,-0.2,0.43,-0.09,0.45,0.77,-0.03,1.13,0.51
19280906,0.49,0.29,-0.03,-0.73,-0.44,0.15,-0.61,0.21,-1.1,-0.59
19280907,1.21,0.29,0.2,0.6,0.71,0.19,0.34,1.15,0.76,2.36
19280908,0.24,-0.2,0.12,-0.26,0.01,-0.15,-0.2,-0.61,-0.77,-0.94
19280910,-0.86,-0.32,-0.88,-0.56,-0.34,-0.23,-0.2,-0.2,-0.65,-0.27
19280911,0.01,0.13,0.05,0.51,0.39,0.96,1.35,0.54,0.51,1.25
19280912,0.85,0.62,0.07,0.01,0.15,-0.22,0.8,0.4,1.15,0.23
19280913,-1.17,-0.38,-0.1,0.13,0.08,-0.37,-0.1,-0.31,0.22,0.13
19280914,0.63,0.52,0.45,0.22,0.47,0.68,-0.05,-0.01,-0.4,0.05
19280915,0.65,0.83,0.41,0.69,0.46,0.69,0.36,0.62,0.72,0.82
19280917,0.93,0.32,0.26,-0.06,0.27,0.55,0.69,0.81,1.23,0.78
19280918,-0.9,-0.82,-0.6,-0.76,-0.59,-0.79,-0.66,-0.55,-0.34,-1.39
19280919,0.7,-0.07,-0.01,0.03,0.09,-0.21,-0.66,0.4,0.05,-0.04
19280920,0.27,0.3,-0.24,-0.09,-0.21,0,-0.17,0.16,1.41,0.5
19280921,-0.57,0.62,-0.03,0.25,0.84,1.05,0.17,0.12,2.03,1.14
19280922,-0.05,0.19,-0.25,-0.09,0.08,-0.37,-0.07,-0.12,-1.02,-0.32
19280924,-0.17,0.49,0.24,0.5,0.97,0.25,0.63,0.62,0.8,0.82
19280925,0.24,-0.09,-0.23,-0.21,-0.5,0.11,-0.19,0.12,-0.18,1.65
19280926,0.4,-0.05,-0.03,-0.15,-0.13,-0.13,-0.23,-0.4,0.23,-0.8
19280927,-1.04,-1.12,-0.57,-0.4,-1.02,-0.96,-1.52,-1.21,-2.01,-2.21
19280928,-0.87,0.23,-0.23,-0.06,-0.21,-0.27,0.06,0.1,0.31,1.41
19280929,0.32,0.12,0.38,0.73,0.66,0.95,1.18,1.06,1.89,1.78
19281001,0.2,0.19,0.28,-0.31,-0.04,-0.04,-0.26,-0.31,-0.45,0.56
19281002,-0.56,-0.71,-0.2,-0.48,-0.32,-0.73,-0.61,-0.61,-0.34,-0.02
19281003,-0.01,0.03,-0.38,-0.11,-0.29,-0.65,-0.56,-0.23,-0.17,-0.06
19281004,0.12,0.22,-0.08,0.14,-0.12,0.2,0.77,0.25,0.53,1
19281005,0.17,-0.64,-0.56,-0.22,-0.19,-0.43,-0.45,-0.37,-0.59,1.45
19281006,-0.24,-0.18,0.04,-0.07,-0.13,-0.19,0.16,0.51,-0.37,-0.12
19281008,-1.42,0.88,-0.2,-0.03,-0.07,-0.24,-0.16,-0.68,-0.73,-0.63
